docname;main;choice1;level1;choice2;level2;choice3;level3;docbagsize
X22-105-050-1463737860;105-050;105-050;719;053-013;706;045-050;681;376
X24-045-075-1463734440;045-075;030-050;736;045-075;716;053-013;709;724
X22-105-075-1463733820;105-075;105-075;711;143-013;690;143-038;676;814
B16-120-000-1463737000;120-000;143-013;716;180-025;688;165-050;685;802
X20-165-050-1463737890;165-050;165-025;747;158-013;691;158-038;685;722
MB17-090-050-1463736480;090-050;090-050;742;053-013;708;105-050;698;508
X1-165-025-1463733850;165-025;143-013;717;165-025;688;143-038;676;672
X23-075-000-1463736650;075-000;053-013;718;068-038;708;143-013;706;686
X5-045-025-1463735070;045-025;038-038;718;053-013;687;015-050;685;589
B13-000-000-1463733850;000-000;000-000;1408;053-013;666;105-050;661;1322
X6-015-025-1463737100;015-025;015-050;738;023-013;700;045-025;678;614
B106-083-013-1463736520;083-013;083-013;741;090-100;724;053-013;683;687
B11-180-000-1463734580;180-000;180-000;1362;053-013;683;120-000;667;1435
MB17-090-050-1463738070;090-050;090-050;774;053-013;692;105-050;691;481
B13-000-000-1463736460;000-000;000-000;1430;015-050;659;053-013;658;1268
X25-015-075-1463734250;015-075;015-075;1136;000-050;722;053-013;646;707
B104-113-013-1463736780;113-013;135-025;735;143-013;698;120-025;668;526
B102-030-000-1463734680;030-000;030-000;990;015-050;693;023-013;672;804
X2-135-025-1463736760;135-025;135-025;823;105-025;691;150-025;664;435
X4-075-025-1463736740;075-025;053-013;700;105-050;689;038-038;683;529
X4-075-025-1463734270;075-025;075-025;740;105-050;723;053-013;678;400
B101-158-013-1463737020;158-013;165-025;725;143-013;695;165-050;690;762
MB17-090-050-1463734660;090-050;090-050;733;135-025;684;105-025;684;508
